SNR;SGL;FSP;gueltigVon;gueltigBis
185437;G8A;  ;;
185437;GY9;  ;;
185498;   ;GB;;
185504;   ;GB;;
185530;   ;GB;;
185565;   ;GB;;
185607;G8A;  ;;
185607;GY9;  ;;
185656;   ;EZ;;
185668;   ;GB;;
185711;   ;EZ;;
185711;   ;LB;;
185711;   ;SB;;
185723;   ;KB;;
185735;   ;GH;;
185735;   ;SG;;
185772;   ;EZ;;
185772;   ;LB;;
185772;   ;SB;;
185796;   ;SB;;
185802;   ;EZ;;
185802;   ;LB;;
185802;   ;SB;;
185826;G02;  ;;
185826;K02;  ;;
185851;   ;EZ;;
185851;   ;LB;;
185851;   ;SB;;
185863;   ;EZ;;
185863;   ;LB;;
185863;   ;SB;;
185875;   ;LB;;
185875;   ;SB;;
185875;   ;EZ;;
185887;   ;SB;;
185899;   ;GB;;
185905;   ;GB;;
185917;   ;GB;;
185930;   ;GB;;
185978;   ;GB;;
185991;   ;GB;;
186004;G8A;  ;;
186004;GY9;  ;;
186016;G8A;  ;;
186016;GY9;  ;;
186028;   ;LB;;
186030;   ;GB;;
186065;   ;SB;;
186089;   ;GB;;
186132;   ;EZ;;
186132;   ;LB;;
186144;   ;SB;;
186156;   ;GB;;
186168;   ;SB;;
186181;   ;GB;;
186211;   ;GB;;
186223;   ;GB;;
186235;   ;GB;;
186272;   ;GB;;
186302;   ;GB;;
186314;   ;GB;;
186338;   ;GB;;
186363;   ;GB;;
186375;   ;LB;;
186375;   ;SB;;
186375;   ;EZ;;
186387;   ;GB;;
186405;   ;GB;;
186417;   ;GB;;
186429;   ;GB;;
186430;   ;LB;;
186430;   ;SB;;
186430;   ;EZ;;
186480;   ;GB;;
186491;   ;GB;;
186510;   ;SB;;
186582;   ;EZ;;
186582;   ;GB;;
186582;   ;LB;;
186582;   ;SB;;
186594;   ;GB;;
186600;   ;KR;;
186661;   ;EZ;;
186661;   ;LB;;
186697;   ;EZ;;
186715;   ;GB;;
186727;   ;GB;;
186739;   ;GB;;
186740;   ;EZ;;
186740;   ;LB;;
186740;   ;SB;;
186788;   ;GH;;
186831;G8A;  ;;
186831;GY9;  ;;
186879;   ;EZ;;
186946;   ;GH;;
186946;   ;SG;;
186958;   ;BL;;
186958;   ;SH;;
186960;   ;LB;;
186960;   ;SB;;
186960;   ;EZ;;
186971;   ;GB;;
186995;   ;SB;;
187021;   ;EZ;;
187021;   ;LB;;
187021;   ;SB;;
187033;   ;GB;;
187057;   ;KR;;
187069;   ;SB;;
187070;   ;LB;;
187070;   ;SB;;
187070;   ;EZ;;
187094;   ;EZ;;
187100;   ;KR;;
187112;   ;EZ;;
187148;   ;SB;;
187150;   ;SB;;
187185;   ;EZ;;
187185;   ;LB;;
187197;   ;GB;;
187197;   ;LB;;
187203;   ;EZ;;
187215;GY9;  ;;
187215;G8A;  ;;
187227;   ;EZ;;
187227;   ;LB;;
187227;   ;SB;;
187239;   ;KB;;
187239;   ;KR;;
187264;   ;GB;;
187320;   ;KR;;
187367;   ;LB;;
187367;   ;SB;;
187367;   ;EZ;;
187392;   ;EZ;;
187392;   ;LB;;
187434;   ;SB;;
187458;   ;EZ;;
187460;   ;EZ;;
187471;   ;EZ;;
187471;   ;GB;;
187471;   ;LB;;
187483;   ;KR;;
187513;   ;KB;;
187525;   ;SB;;
187550;   ;KB;;
187562;   ;KB;;
187574;   ;KB;;
187628;   ;SB;;
187653;   ;GB;;
187665;   ;SB;;
187719;   ;SB;;
187720;   ;BL;;
187720;   ;SH;;
187756;   ;EZ;;
187770;   ;EZ;;
187770;   ;LB;;
187770;   ;SB;;
187781;   ;EZ;;
187781;   ;LB;;
187781;   ;SB;;
187823;   ;SB;;
187860;   ;SB;;
187872;   ;EZ;;
187872;   ;KB;;
187872;   ;LB;;
187896;   ;SB;;
187902;   ;LB;;
187902;   ;SB;;
187902;   ;EZ;;
187902;   ;KB;;
187902;   ;GH;;
187902;   ;SG;;
187902;   ;SH;;
187902;   ;BL;;
187926;   ;GH;;
187926;   ;SB;;
187926;   ;SG;;
187940;   ;KR;;
187975;   ;GB;;
188001;G02;  ;;
188001;K02;  ;;
188001;R02;  ;;
188013;   ;KR;;
188025;   ;GB;;
188037;   ;SB;;
188037;   ;LB;;
188062;   ;SB;;
188098;   ;LB;;
188098;   ;SB;;
188098;   ;EZ;;
188128;   ;LB;;
188128;   ;EZ;;
188128;   ;SB;;
188141;   ;EZ;;
188141;   ;LB;;
188141;   ;SB;;
188153;   ;EZ;;
188153;   ;LB;;
188153;   ;SB;;
188165;   ;LB;;
188165;   ;SB;;
188165;   ;EZ;;
188165;   ;GH;;
188165;   ;SG;;
188165;   ;SH;;
188165;   ;BL;;
188177;   ;EZ;;
188177;   ;LB;;
188177;   ;SB;;
188189;   ;EZ;;
188189;   ;LB;;
188189;   ;SB;;
188190;   ;LB;;
188190;   ;SB;;
188190;   ;EZ;;
188207;   ;EZ;;
188207;   ;LB;;
188207;   ;SB;;
188219;   ;EZ;;
188219;   ;LB;;
188219;   ;SB;;
188220;   ;EZ;;
188220;   ;LB;;
188220;   ;SB;;
188232;   ;EZ;;
188232;   ;LB;;
188232;   ;SB;;
188256;   ;LB;;
188256;   ;SB;;
188293;   ;EZ;;
188293;   ;LB;;
188293;   ;SB;;
188300;   ;EZ;;
188300;   ;LB;;
188300;   ;SB;;
188311;   ;EZ;;
188311;   ;LB;;
188311;   ;SB;;
188335;   ;SB;;
188359;   ;SB;;
188360;   ;SB;;
188372;   ;LB;;
188372;   ;SB;;
188402;   ;EZ;;
188414;   ;SB;;
188426;   ;EZ;;
188463;   ;SB;;
188487;   ;EZ;;
188487;   ;LB;;
188499;   ;EZ;;
188499;   ;LB;;
188499;   ;SB;;
188517;   ;EZ;;
188517;   ;LB;;
188517;   ;SB;;
188554;   ;LB;;
188554;   ;SB;;
188554;   ;EZ;;
188566;   ;SB;;
188591;   ;BL;;
188591;   ;GH;;
188591;   ;SG;;
188591;   ;SH;;
188608;   ;SB;;
188633;   ;EZ;;
188645;   ;GB;;
188682;   ;EZ;;
188682;   ;KB;;
188682;   ;SB;;
188682;   ;SG;;
188700;   ;EZ;;
188700;   ;LB;;
188700;   ;SB;;
188712;   ;EZ;;
188712;   ;LB;;
188712;   ;SB;;
188736;   ;LB;;
188736;   ;SB;;
188736;   ;EZ;;
188748;   ;EZ;;
188748;   ;LB;;
188748;   ;SB;;
188761;   ;SB;;
188785;   ;KR;;
188803;   ;LB;;
188803;   ;SB;;
188803;   ;EZ;;
188815;   ;KR;;
188827;   ;EZ;;
188827;   ;LB;;
188827;   ;SB;;
188839;   ;LB;;
188839;   ;SB;;
188839;   ;EZ;;
188876;   ;LB;;
188876;   ;SB;;
188876;   ;EZ;;
188888;   ;EZ;;
188888;   ;LB;;
188888;   ;SB;;
188890;   ;EZ;;
188890;   ;LB;;
188890;   ;SB;;
188906;   ;KR;;
188918;   ;EZ;;
188920;   ;SB;;
188931;   ;SB;;
188943;   ;SB;;
188955;   ;KR;;
188967;   ;KR;;
188979;   ;KR;;
188992;   ;EZ;;
189005;   ;EZ;;
189005;   ;LB;;
189017;   ;EZ;;
189017;   ;LB;;
189017;   ;SB;;
189030;   ;GB;;
189078;   ;EZ;;
189078;   ;LB;;
189078;   ;SB;;
189080;   ;EZ;;
189080;   ;LB;;
189080;   ;SB;;
189108;   ;LB;;
189108;   ;SB;;
189108;   ;EZ;;
189110;   ;LB;;
189110;   ;SB;;
189110;   ;EZ;;
189110;   ;GH;;
189110;   ;SG;;
189110;   ;SH;;
189110;   ;BL;;
189121;   ;BL;;
189121;   ;EZ;;
189121;   ;GB;;
189121;   ;GH;;
189121;   ;KB;;
189121;   ;LB;;
189121;   ;SB;;
189121;   ;SG;;
189121;   ;SH;;
189133;   ;EZ;;
189133;   ;LB;;
189133;   ;SB;;
189145;   ;EZ;;
189145;   ;LB;;
189145;   ;SB;;
189170;   ;EZ;;
189170;   ;LB;;
189170;   ;SB;;
189194;G8A;  ;;
189194;GY9;  ;;
189200;   ;EZ;;
189212;   ;EZ;;
189224;   ;EZ;;
189236;   ;SB;;
189248;   ;SB;;
189250;   ;EZ;;
189250;   ;LB;;
189250;   ;SB;;
189261;   ;EZ;;
189261;   ;LB;;
189261;   ;SB;;
189273;   ;EZ;;
189273;   ;LB;;
189273;   ;SB;;
189285;   ;EZ;;
189285;   ;LB;;
189285;   ;SB;;
189297;   ;EZ;;
189297;   ;LB;;
189297;   ;SB;;
189303;   ;EZ;;
189303;   ;LB;;
189303;   ;SB;;
189315;   ;LB;;
189315;   ;SB;;
189315;   ;EZ;;
189339;   ;EZ;;
189339;   ;LB;;
189339;   ;SB;;
189352;   ;EZ;;
189388;   ;EZ;;
189390;   ;LB;;
189390;   ;SB;;
189390;   ;EZ;;
189390;   ;KB;;
189406;   ;LB;;
189406;   ;SB;;
189406;   ;EZ;;
189406;   ;GB;;
189406;   ;KB;;
189406;   ;GH;;
189406;   ;SG;;
189406;   ;SH;;
189406;   ;BL;;
189455;   ;EZ;;
189455;   ;LB;;
189455;   ;SB;;
189467;   ;SB;;
189480;   ;EZ;;
189480;   ;LB;;
189480;   ;SB;;
189509;   ;LB;;
189509;   ;SB;;
189509;   ;EZ;;
189522;   ;LB;;
189522;   ;SB;;
189522;   ;EZ;;
189522;   ;GH;;
189522;   ;SG;;
189522;   ;SH;;
189522;   ;BL;;
189546;   ;KR;;
189558;   ;EZ;;
189558;   ;LB;;
189558;   ;SB;;
189560;   ;EZ;;
189560;   ;LB;;
189560;   ;SB;;
189571;   ;EZ;;
189571;   ;LB;;
189571;   ;SB;;
189583;   ;EZ;;
189583;   ;LB;;
189583;   ;SB;;
189595;   ;EZ;;
189595;   ;LB;;
189595;   ;SB;;
189601;   ;EZ;;
189601;   ;LB;;
189601;   ;SB;;
189649;   ;EZ;;
189662;   ;EZ;;
189674;   ;KR;;
189686;   ;LB;;
189686;   ;SB;;
189686;   ;EZ;;
189698;   ;LB;;
189698;   ;SB;;
189698;   ;EZ;;
189698;   ;GB;;
189698;   ;KB;;
189698;   ;GH;;
189698;   ;SG;;
189698;   ;SH;;
189698;   ;BL;;
189716;   ;SB;;
189728;   ;EZ;;
189728;   ;LB;;
189728;   ;SB;;
189730;   ;LB;;
189730;   ;SB;;
189730;   ;EZ;;
189741;   ;SB;;
189765;   ;SB;;
189807;   ;EZ;;
189807;   ;LB;;
189807;   ;SB;;
189819;   ;EZ;;
189819;   ;LB;;
189819;   ;SB;;
189820;   ;EZ;;
189820;   ;LB;;
189820;   ;SB;;
189832;   ;EZ;;
189832;   ;LB;;
189832;   ;SB;;
189844;   ;EZ;;
189844;   ;LB;;
189844;   ;SB;;
189856;   ;EZ;;
189856;   ;LB;;
189856;   ;SB;;
189870;   ;EZ;;
189870;   ;LB;;
189870;   ;SB;;
189911;   ;EZ;;
189911;   ;LB;;
189911;   ;SB;;
189923;   ;EZ;;
189923;   ;LB;;
189923;   ;SB;;
189935;   ;EZ;;
189935;   ;LB;;
189935;   ;SB;;
189947;   ;EZ;;
189947;   ;LB;;
189947;   ;SB;;
189959;   ;LB;;
189959;   ;SB;;
189959;   ;EZ;;
189959;   ;GH;;
189959;   ;SG;;
189959;   ;SH;;
189959;   ;BL;;
189960;   ;EZ;;
189960;   ;LB;;
189960;   ;SB;;
189984;   ;EZ;;
189984;   ;LB;;
189984;   ;SB;;
190007;   ;EZ;;
190007;   ;LB;;
190007;   ;SB;;
190019;   ;EZ;;
190019;   ;LB;;
190019;   ;SB;;
190020;   ;EZ;;
190020;   ;LB;;
190020;   ;SB;;
190032;   ;EZ;;
190032;   ;LB;;
190032;   ;SB;;
190044;G02;  ;;
190044;K02;  ;;
190044;R02;  ;;
190070;   ;LB;;
190070;   ;SB;;
190070;   ;EZ;;
190093;   ;EZ;;
190093;   ;LB;;
190093;   ;SB;;
190093;   ;GB;;
190093;   ;KB;;
190093;   ;GH;;
190093;   ;SG;;
190093;   ;SH;;
190093;   ;BL;;
190123;   ;SB;;
190159;   ;SB;;
190172;   ;KR;;
190202;   ;SB;;
190214;   ;EZ;;
190214;   ;GB;;
190214;   ;LB;;
190214;   ;SB;;
190238;   ;EZ;;
190238;   ;LB;;
190238;   ;SB;;
190251;   ;LB;;
190251;   ;SB;;
190251;   ;EZ;;
190251;   ;GH;;
190251;   ;SG;;
190263;   ;LB;;
190263;   ;SB;;
190263;   ;EZ;;
190275;GY9;EZ;;
190275;GY9;LB;;
190275;GY9;SB;;
190275;G8A;  ;;
190275;GY9;  ;;
190287;   ;LB;;
190287;   ;SB;;
190287;   ;EZ;;
190317;   ;EZ;;
190317;   ;LB;;
190317;   ;SB;;
190330;   ;LB;;
190330;   ;SB;;
190330;   ;EZ;;
190354;GY9;  ;;
190354;   ;EZ;;
190354;   ;LB;;
190354;   ;SB;;
190354;G8A;  ;;
190354;GY9;EZ;;
190354;GY9;LB;;
190354;GY9;SB;;
190378;   ;LB;;
190378;   ;SB;;
190378;   ;EZ;;
190380;   ;LB;;
190408;G02;  ;;
190410;   ;EZ;;
190410;   ;LB;;
190410;   ;SB;;
190469;G02;  ;;
190469;K02;  ;;
190469;R02;  ;;
190482;   ;LB;;
190482;   ;SB;;
190482;   ;EZ;;
190512;   ;EZ;;
190524;   ;LB;;
190524;   ;SB;;
190524;   ;EZ;;
190561;   ;KR;;
190615;G8A;  ;;
190615;GY9;  ;;
190615;GY9;EZ;;
190615;GY9;LB;;
190615;GY9;SB;;
190627;R02;  ;;
190639;G8A;  ;;
190639;GY9;  ;;
190652;   ;EZ;;
190652;   ;LB;;
190652;   ;SB;;
190664;   ;LB;;
190664;   ;SB;;
190664;   ;EZ;;
190664;   ;KB;;
190664;   ;GH;;
190664;   ;SG;;
190664;   ;SH;;
190664;   ;BL;;
190676;   ;EZ;;
190676;   ;LB;;
190676;   ;SB;;
190688;   ;LB;;
190688;   ;SB;;
190688;   ;EZ;;
190688;   ;GB;;
190688;   ;KB;;
190688;   ;GH;;
190688;   ;SG;;
190688;   ;SH;;
190688;   ;BL;;
190706;   ;LB;;
190706;   ;SB;;
190706;   ;EZ;;
190706;   ;KB;;
190706;   ;GH;;
190706;   ;SG;;
190706;   ;SH;;
190706;   ;BL;;
190718;   ;EZ;;
190718;   ;LB;;
190718;   ;SB;;
190720;   ;EZ;;
190720;   ;LB;;
190720;   ;SB;;
190809;   ;BL;;
190809;   ;EZ;;
190809;   ;GB;;
190809;   ;GH;;
190809;   ;KB;;
190809;   ;LB;;
190809;   ;SB;;
190809;   ;SG;;
190809;   ;SH;;
190810;G8A;  ;;
190810;GY9;  ;;
190834;   ;SB;;
190846;   ;LB;;
190846;   ;SB;;
190846;   ;EZ;;
190895;   ;EZ;;
190895;   ;LB;;
190895;   ;SB;;
190913;   ;EZ;;
190913;   ;LB;;
190913;   ;SB;;
190962;G02;  ;;
190962;R02;  ;;
190986;   ;EZ;;
190986;   ;LB;;
190986;   ;SB;;
190998;   ;EZ;;
190998;   ;LB;;
190998;   ;SB;;
191000;   ;EZ;;
191000;   ;LB;;
191000;   ;SB;;
191012;   ;EZ;;
191012;   ;LB;;
191012;   ;SB;;
191024;   ;EZ;;
191024;   ;LB;;
191024;   ;SB;;
191036;   ;EZ;;
191036;   ;LB;;
191036;   ;SB;;
191048;   ;EZ;;
191048;   ;LB;;
191048;   ;SB;;
191048;   ;SG;;
191073;G02;  ;;
191073;K02;  ;;
191073;R02;  ;;
191097;   ;SB;;
191115;   ;EZ;;
191139;G8A;  ;;
191139;GY9;  ;;
191140;G8A;  ;;
191140;GY9;  ;;
191176;   ;EZ;;
191188;   ;LB;;
191188;   ;SB;;
191188;   ;EZ;;
191188;   ;GB;;
191188;   ;KB;;
191188;   ;GH;;
191188;   ;SG;;
191188;   ;SH;;
191188;   ;BL;;
191190;   ;EZ;;
191190;   ;LB;;
191190;   ;SB;;
191231;   ;EZ;;
191231;   ;LB;;
191231;   ;SB;;
191243;   ;LB;;
191243;   ;SB;;
191243;   ;EZ;;
191243;   ;GB;;
191243;   ;KB;;
191243;   ;GH;;
191243;   ;SG;;
191243;   ;SH;;
191243;   ;BL;;
191322;   ;LB;;
191322;   ;SB;;
191322;   ;EZ;;
191334;   ;EZ;;
191334;   ;LB;;
191334;   ;SB;;
191358;G8A;  ;;
191358;GY9;  ;;
191360;   ;SB;;
191383;   ;LB;;
191383;   ;SB;;
191383;   ;EZ;;
191395;   ;EZ;;
191395;   ;LB;;
191395;   ;SB;;
191401;   ;LB;;
191401;   ;SB;;
191401;   ;EZ;;
191401;   ;GB;;
191401;   ;KB;;
191401;   ;GH;;
191401;   ;SG;;
191401;   ;SH;;
191401;   ;BL;;
191425;G8A;  ;;
191425;GY9;  ;;
191437;GY9;  ;;
191437;G8A;  ;;
191474;   ;EZ;;
191474;   ;LB;;
191474;   ;SB;;
191486;   ;EZ;;
191486;   ;LB;;
191486;   ;SB;;
191504;   ;EZ;;
191504;   ;LB;;
191504;   ;SB;;
191553;   ;EZ;;
191553;   ;LB;;
191553;   ;SB;;
191577;   ;EZ;;
191589;G8A;  ;;
191589;GY9;  ;;
191619;   ;EZ;;
191620;   ;EZ;;
191620;   ;LB;;
191632;   ;SB;;
191644;   ;EZ;;
191644;   ;LB;;
191644;   ;SB;;
191668;   ;EZ;;
191668;   ;LB;;
191668;   ;SB;;
191670;   ;GB;;
191693;G8A;  ;;
191693;GY9;  ;;
191700;GY9;  ;;
191700;G8A;  ;;
191711;G8A;  ;;
191711;GY9;  ;;
191747;   ;SB;;
191759;   ;EZ;;
191826;   ;EZ;;
191826;   ;LB;;
191826;   ;SB;;
191838;   ;EZ;;
191838;   ;LB;;
191851;   ;LB;;
191851;   ;SB;;
191851;   ;EZ;;
191851;   ;GB;;
191851;   ;KB;;
191851;   ;GH;;
191851;   ;SG;;
191851;   ;SH;;
191851;   ;BL;;
191863;   ;EZ;;
191863;   ;LB;;
191863;   ;SB;;
191929;   ;LB;;
191929;   ;SB;;
191929;   ;EZ;;
191929;   ;GB;;
191929;   ;KB;;
191929;   ;GH;;
191929;   ;SG;;
191929;   ;SH;;
191929;   ;BL;;
191930;   ;LB;;
191930;   ;SB;;
191930;   ;EZ;;
191942;   ;EZ;;
191942;   ;LB;;
191942;   ;SB;;
191942;   ;KB;;
191942;   ;GH;;
191942;   ;SG;;
191942;   ;SH;;
191942;   ;BL;;
191980;   ;LB;;
191980;   ;SB;;
191980;   ;EZ;;
192016;   ;EZ;;
192053;G8A;  ;;
192053;GY9;  ;;
192090;GY9;  ;;
192090;G8A;  ;;
192119;   ;EZ;;
192119;   ;LB;;
192119;   ;SB;;
192119;   ;KB;;
192119;   ;GH;;
192119;   ;SG;;
192119;   ;SH;;
192119;   ;BL;;
192132;   ;EZ;;
192132;   ;LB;;
192132;   ;SB;;
192168;GY9;EZ;;
192168;GY9;LB;;
192168;GY9;SB;;
192168;G8A;  ;;
192168;GY9;  ;;
192193;   ;EZ;;
192193;   ;LB;;
192193;   ;SB;;
192200;   ;EZ;;
192223;   ;LB;;
192223;   ;SB;;
192223;   ;EZ;;
192284;   ;EZ;;
192326;G8A;  ;;
192326;GY9;  ;;
192387;   ;KR;;
192405;   ;EZ;;
192405;   ;LB;;
192405;   ;SB;;
192491;G8A;  ;;
192491;GY9;  ;;
192569;   ;EZ;;
192569;   ;KR;;
192569;   ;LB;;
192594;   ;EZ;;
192594;   ;LB;;
192594;   ;SB;;
192600;G8A;  ;;
192600;GY9;  ;;
192636;   ;EZ;;
192661;   ;LB;;
192661;   ;SB;;
192661;   ;EZ;;
192685;   ;LB;;
192685;   ;SB;;
192685;   ;EZ;;
192739;   ;LB;;
192739;   ;SB;;
192739;   ;EZ;;
192752;G8A;  ;;
192752;GY9;  ;;
192776;   ;EZ;;
192776;   ;LB;;
192776;   ;SB;;
192806;   ;EZ;;
192806;   ;LB;;
192806;   ;SB;;
192820;   ;EZ;;
192820;   ;LB;;
192820;   ;SB;;
192831;   ;LB;;
192831;   ;SB;;
192831;   ;EZ;;
192910;   ;KB;;
192922;   ;EZ;;
193010;   ;LB;;
193010;   ;SB;;
193010;   ;EZ;;
193045;   ;EZ;;
193045;   ;GB;;
193045;   ;LB;;
193045;   ;SB;;
193057;   ;EZ;;
193057;   ;GB;;
193057;   ;KB;;
193057;   ;LB;;
193057;   ;SB;;
193069;   ;KR;;
193094;   ;EZ;;
193150;   ;LB;;
193150;   ;SB;;
193150;   ;EZ;;
193185;   ;EZ;;
193203;   ;EZ;;
193203;   ;LB;;
193203;   ;SB;;
193227;   ;EZ;;
193227;   ;LB;;
193227;   ;SB;;
193227;   ;KB;;
193227;   ;GH;;
193227;   ;SG;;
193227;   ;SH;;
193227;   ;BL;;
193240;   ;EZ;;
193240;   ;LB;;
193240;   ;SB;;
193240;   ;KB;;
193240;   ;GH;;
193240;   ;SG;;
193240;   ;SH;;
193240;   ;BL;;
193252;   ;EZ;;
193252;   ;LB;;
193252;   ;SB;;
193276;   ;KR;;
193276;   ;LB;;
193290;G02;  ;;
193290;R02;  ;;
193318;   ;EZ;;
193355;   ;EZ;;
193355;   ;LB;;
193355;   ;SB;;
193458;   ;LB;;
193458;   ;SB;;
193458;   ;EZ;;
193458;   ;GB;;
193458;   ;KB;;
193458;   ;GH;;
193458;   ;SG;;
193458;   ;SH;;
193458;   ;BL;;
193495;   ;LB;;
193495;   ;SB;;
193495;   ;EZ;;
193501;   ;EZ;;
193501;   ;LB;;
193501;   ;SB;;
193513;G8A;  ;;
193513;GY9;  ;;
193550;G8A;  ;;
193550;GY9;  ;;
193630;   ;LB;;
193630;   ;SB;;
193630;   ;EZ;;
193641;   ;EZ;;
193641;   ;LB;;
193641;   ;SB;;
193653;   ;GB;;
193665;G8A;  ;;
193665;GY9;  ;;
193719;   ;EZ;;
193719;   ;LB;;
193719;   ;SB;;
193744;   ;EZ;;
193744;   ;LB;;
193744;   ;SB;;
193811;   ;LB;;
193811;   ;SB;;
193811;   ;EZ;;
193811;   ;GB;;
193811;   ;KB;;
193811;   ;GH;;
193811;   ;SG;;
193811;   ;SH;;
193811;   ;BL;;
193872;   ;LB;;
193872;   ;SB;;
193872;   ;EZ;;
193902;   ;EZ;;
193914;G8A;  ;;
193914;GY9;  ;;
193938;   ;EZ;;
193938;   ;LB;;
193938;   ;SB;;
194025;G8A;  ;;
194025;GY9;  ;;
194037;   ;EZ;;
194037;   ;LB;;
194050;   ;LB;;
194050;   ;SB;;
194050;   ;EZ;;
194050;   ;GH;;
194050;   ;SG;;
194050;   ;SH;;
194050;   ;BL;;
194116;   ;EZ;;
194128;   ;EZ;;
194130;G8A;  ;;
194130;GY9;  ;;
194130;GY9;EZ;;
194130;GY9;LB;;
194130;GY9;SB;;
194141;   ;EZ;;
194141;   ;LB;;
194141;   ;SB;;
194153;   ;LB;;
194153;   ;SB;;
194153;   ;EZ;;
194153;H  ;  ;;
194177;   ;EZ;;
194177;   ;LB;;
194177;   ;SB;;
194190;   ;KR;;
194219;G8A;  ;;
194219;GY9;  ;;
194219;GY9;LB;;
194219;GY9;SB;;
194219;GY9;EZ;;
194220;   ;GB;;
194220;   ;KB;;
194220;   ;LB;;
194220;   ;SB;;
194232;G8A;  ;;
194232;GY9;  ;;
194256;G8A;  ;;
194256;GY9;  ;;
194268;   ;LB;;
194268;   ;SB;;
194268;   ;EZ;;
194293;   ;LB;;
194293;   ;SB;;
194293;   ;EZ;;
194360;   ;EZ;;
194372;   ;EZ;;
194372;   ;GB;;
194372;   ;KB;;
194372;   ;LB;;
194372;   ;SB;;
194372;   ;SG;;
194372;   ;SH;;
194402;   ;EZ;;
194402;   ;GB;;
194402;   ;GH;;
194402;   ;KB;;
194402;   ;LB;;
194402;   ;SB;;
194402;   ;SH;;
194451;   ;LB;;
194451;   ;SB;;
194451;   ;EZ;;
194475;   ;SB;;
194487;   ;EZ;;
194487;   ;LB;;
194487;   ;SB;;
194542;   ;EZ;;
194566;   ;EZ;;
194566;   ;LB;;
194566;   ;SB;;
194578;   ;EZ;;
194578;   ;LB;;
194578;   ;SB;;
194580;   ;EZ;;
194669;   ;EZ;;
194670;G8A;  ;;
194670;GY9;  ;;
194670;GY9;EZ;;
194670;GY9;LB;;
194670;GY9;SB;;
194682;   ;LB;;
194682;   ;SB;;
194682;   ;EZ;;
194736;   ;GH;;
194736;   ;SG;;
194750;   ;GB;;
194750;   ;GH;;
194750;   ;SG;;
194761;   ;GH;;
194761;   ;SG;;
194773;   ;KR;;
194803;   ;EZ;;
194815;   ;GH;;
194815;   ;SG;;
194839;H  ;  ;;
194839;   ;EZ;;
194839;   ;LB;;
194839;   ;SB;;
194852;   ;EZ;;
194864;   ;EZ;;
194864;   ;LB;;
194864;   ;SB;;
194906;   ;LB;;
194906;   ;SB;;
194906;   ;EZ;;
194931;   ;EZ;;
194931;   ;LB;;
194931;   ;SB;;
194955;G8A;  ;;
194955;GY9;  ;;
194979;   ;EZ;;
194980;   ;GB;;
195066;   ;KB;;
195121;   ;EZ;;
195133;   ;GB;;
195157;   ;EZ;;
195170;   ;KR;;
195182;   ;LB;;
195182;   ;SB;;
195182;   ;EZ;;
195261;RKB;  ;;
195285;GY8;  ;;
195303;G8A;  ;;
195303;GY9;  ;;
195315;   ;KR;;
195376;G8A;  ;;
195376;GY9;  ;;
195390;G8A;  ;;
195390;GY9;  ;;
195406;G8A;  ;;
195406;GY9;  ;;
195431;GY9;  ;;
195443;   ;KB;;
195522;   ;EZ;;
195522;   ;GB;;
195522;   ;LB;;
195583;G02;  ;;
195583;K02;  ;;
195583;R02;  ;;
195625;G8A;  ;;
195625;GY9;  ;;
195674;   ;EZ;;
195704;   ;EZ;;
195704;   ;LB;;
195704;   ;SB;;
195728;   ;LB;;
195728;   ;SB;;
195728;   ;EZ;;
195728;   ;GB;;
195728;   ;KB;;
195728;   ;GH;;
195728;   ;SG;;
195728;   ;SH;;
195728;   ;BL;;
195765;   ;EZ;;
195789;   ;EZ;;
195789;   ;GB;;
195789;   ;LB;;
195789;   ;SB;;
195819;G8A;  ;;
195819;GY9;  ;;
195832;G8A;  ;;
195832;GY9;  ;;
195893;   ;EZ;;
195893;   ;GB;;
195893;   ;KB;;
195893;   ;LB;;
195893;   ;SB;;
195911;   ;LB;;
195911;   ;SB;;
195911;   ;EZ;;
195947;G8A;  ;;
195947;GY9;  ;;
195959;   ;LB;;
195959;   ;SB;;
195959;   ;EZ;;
195959;   ;KB;;
195959;   ;GH;;
195959;   ;SG;;
195959;   ;SH;;
195959;   ;BL;;
195960;   ;EZ;;
195960;   ;LB;;
195960;   ;SB;;
195972;   ;GB;;
196083;G8A;  ;;
196083;GY9;  ;;
196174;   ;EZ;;
196174;   ;LB;;
196174;   ;SB;;
196186;   ;EZ;;
196186;   ;LB;;
196186;   ;SB;;
196198;GS5;  ;;
196198;GS6;  ;;
196198;GS7;  ;;
196198;GS5;EZ;;
196198;GS5;LB;;
196198;GS5;SB;;
196198;GS6;EZ;;
196198;GS6;LB;;
196198;GS6;SB;;
196198;GS7;EZ;;
196198;GS7;LB;;
196198;GS7;SB;;
196216;GS5;EZ;;
196216;GS5;LB;;
196216;GS5;SB;;
196216;GS6;EZ;;
196216;GS6;LB;;
196216;GS6;SB;;
196216;GS7;EZ;;
196216;GS7;LB;;
196216;GS7;SB;;
196216;GS5;  ;;
196216;GS6;  ;;
196216;GS7;  ;;
196216;OST;  ;;
196228;   ;LB;;
196228;   ;SB;;
196228;   ;EZ;;
196228;   ;GB;;
196228;   ;KB;;
196228;   ;GH;;
196228;   ;SG;;
196228;   ;SH;;
196228;   ;BL;;
196265;GS5;  ;;
196265;GS6;  ;;
196265;GS7;  ;;
196277;GS5;  ;;
196277;GS6;  ;;
196277;GS7;  ;;
196277;GS5;EZ;;
196277;GS5;LB;;
196277;GS5;SB;;
